Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
Family of DC homicide victim calls for end to violence,https://www.youtube.com/watch?v=J-0WKS86lxM,57,3764,4,"A week after Noelle Wilson died in a reported homicide, friends and family members gathered to remember the life of the 31-year-old.
» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2020-10-18T04:06:33Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Crews cleanup bloody DC crime scene after 14-year-old boy gunned down outside rec center,https://www.youtube.com/watch?v=RCuFpuMB8JI,66,6671,22,"A 14-year-old boy is dead, and an 18-year-old is fighting for his life at a D.C. hospital after a double shooting erupted at a busy city recreation center on Thursday night.

DETAILS: https://tinyurl.com/2ydb57m9

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-08-02T15:54:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
DC set to pass reform plan amid surge in violent crime,https://www.youtube.com/watch?v=ITjItxHcRGo,35,3113,57,"The ""emergency bill"" would make it harder to release suspects accused of a violent crime before trial. ABC News’ Derricke Dennis explains.",2023-07-11T10:50:38Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
Washington&#39;s &#39;crime has exploded&#39; have the Democrats ruined the US capital?,https://www.youtube.com/watch?v=z-iZi1JFIRY,655,35537,308,"When thinking of Washington DC, grand monuments and museums might come to mind, however, in recent years, America's capital has become more renowned for its growing homeless population and rising crime.

“Crime here has exploded, people do not feel safe,” Isaac Smith, an Emergency Medical Technician in DC, told The Telegraph for a documentary film about the capital.

“I have a bullet hole through my living room,” Mr Smith continued.

“I hear gunshots frequently and I live right next to an elementary school. There’s a bullet hole in one of the [school’s] windows.”

Violent crime in DC has risen by 10% since 2022, which includes a 15% increase in homicides.

Mr Smith blames the Democrats, who have dominated the city’s local politics for decades, for the rise in violence.

“At the end of the day, they don't believe that people have agency. They don't believe that people have free will. So people do not act, they are acted upon.”

Muriel Bowser, the Democratic mayor of the city, will be hosting a Public Safety Summit on Wednesday to engage with locals on how to tackle the increase in crime.

Read more: https://www.telegraph.co.uk/news/0/washington-dc-homelessness-drug-abuse-democrats-election/

Subscribe to The Telegraph with our special offer: just £1 for 3 months. Start your free trial now:
https://www.telegraph.co.uk/customer/subscribe/digitalsub/3for1/?WT.mc_id=tmgoff_pvid_conversion-subscription_editorial-iniative_03-22_EGW-13_organic_youtube

Get the latest headlines: https://www.telegraph.co.uk/

Telegraph.co.uk and YouTube.com/TelegraphTV are websites of The Telegraph, the UK's best-selling quality daily newspaper providing news and analysis on UK and world events, business, sport, lifestyle and culture.
#Democrats #Washington #Biden",2023-05-10T08:31:11Z,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph
DC man with a history of violence arrested in a chilling triple shooting caught on video,https://www.youtube.com/watch?v=tMi-M8wvt5k,432,73038,95,"The murder victim's dad said the alleged killer would have been behind bars if the judicial system had done its job.

» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2020-06-27T03:02:48Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Is DC a &quot;City Under Siege&quot; as crime levels rise?,https://www.youtube.com/watch?v=4sbPeHK4Y64,470,35688,148,"In the 80s as drugs, guns and crime rocked the District, FOX 5 DC had a recurring segment called ""City Under Siege."" With numbers rising again across D.C., FOX 5 has resurrected ""City Under Siege"" -- but is crime in D.C. back to the same level we saw decades ago? 

FOX 5's Maureen Umeh looks at archival reports and talks to leaders today to answer the question - is D.C. a ""City Under Siege""?

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-12-14T15:20:05Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"DC crime: 9 shot, 2 dead in less than 5 hours",https://www.youtube.com/watch?v=P8zLW8L6vnM,676,73771,649,"A night of gun violence in Washington, D.C. left seven people wounded and two dead in less than five hours. Here’s what happened:

DETAILS: https://tinyurl.com/2cuurnth
---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-04-11T14:22:05Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Police identify DC homicide victim as 17-year-old boy from Baltimore,https://www.youtube.com/watch?v=AeU4_Tgb1WQ,9,1220,9,"Police are investigating after two people were shot in Southeast D.C. Monday. The 17-year-old died from his injuries, & the second victim is expected to be okay.",2022-06-15T10:42:54Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Crews cleanup bloody DC crime scene after 14-year-old boy gunned down outside rec center,https://www.youtube.com/watch?v=RCuFpuMB8JI,66,6671,22,"A 14-year-old boy is dead, and an 18-year-old is fighting for his life at a D.C. hospital after a double shooting erupted at a busy city recreation center on Thursday night.

DETAILS: https://tinyurl.com/2ydb57m9

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-08-02T15:54:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Is DC a &quot;City Under Siege&quot; as crime levels rise?,https://www.youtube.com/watch?v=4sbPeHK4Y64,470,35688,148,"In the 80s as drugs, guns and crime rocked the District, FOX 5 DC had a recurring segment called ""City Under Siege."" With numbers rising again across D.C., FOX 5 has resurrected ""City Under Siege"" -- but is crime in D.C. back to the same level we saw decades ago? 

FOX 5's Maureen Umeh looks at archival reports and talks to leaders today to answer the question - is D.C. a ""City Under Siege""?

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-12-14T15:20:05Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"One killed, one hurt in Southeast DC convenience store shooting | NBC4 Washington",https://www.youtube.com/watch?v=BoWwxa0o2Zo,174,16477,42,"Police are searching for a suspect in a shooting at a convenience store in Southeast D.C. that left one person dead and another injured. News4's Paul Wagner reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-24T15:22:27Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Homicide investigation underway in Southeast DC,https://www.youtube.com/watch?v=PqmY3Urcax8,6,589,0,"Police are still investigating what led to the shooting, and no arrests have been made.",2023-03-24T11:01:10Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Two teens identified as latest homicide victims after violent weekend in DC,https://www.youtube.com/watch?v=JG1rrGKR8Eg,13,1064,1,"A violent weekend in DC leaves 10 people shot, including two Northwest teens who were best friends.",2020-02-24T23:16:52Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
D.C. ‘Wolfpack’: Man convicted of killing school friends claims self-defense,https://www.youtube.com/watch?v=GhufaMTIQ0E,3111,179392,640,"The story of three best friends who did everything together since the 9th grade. But as this tight crew grew older, they found themselves tangled in a web of sex, lies, and even murder. From 2018: https://bit.ly/39WBqvB",2020-12-09T19:50:38Z,UC69uYUqvx-vw4luuX7aHNLQ,True Crime News
