Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
DC set to pass reform plan amid surge in violent crime,https://www.youtube.com/watch?v=ITjItxHcRGo,35,3113,57,"The ""emergency bill"" would make it harder to release suspects accused of a violent crime before trial. ABC News’ Derricke Dennis explains.",2023-07-11T10:50:38Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
Crews cleanup bloody DC crime scene after 14-year-old boy gunned down outside rec center,https://www.youtube.com/watch?v=RCuFpuMB8JI,66,6671,22,"A 14-year-old boy is dead, and an 18-year-old is fighting for his life at a D.C. hospital after a double shooting erupted at a busy city recreation center on Thursday night.

DETAILS: https://tinyurl.com/2ydb57m9

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-08-02T15:54:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Secure DC Crime Bill passed by DC Council,https://www.youtube.com/watch?v=HL8bhjhCXE4,14,1532,8,"The Secure D.C. Omnibus Amendment Act of 2024 has been passed by the D.C. Council and is now headed to D.C. Mayor Muriel Bowser's desk.

DETAILS: https://tinyurl.com/28nhjrwa

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-03-06T14:18:40Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Persons and Vehicle of Interest in Homicide, 1200 b/o I (&quot;Eye&quot;) St, SE, on September 10, 2017",https://www.youtube.com/watch?v=8mxctHkEa6o,0,63096,2,"The Metropolitan Police Department seeks the public's assistance in identifying and locating three persons and a vehicle of interest in reference to a Homicide incident which occurred in the 1200 block of I (""Eye"") Street, SE, on Sunday, September 10, 2017 at approximately 5:56 PM. The subjects and vehicle were captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Department currently offers a reward of up to $10,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a violent offense committed in the District of Columbia. Your assistance is appreciated by your community. Ref.: CCN #17-157-080

Anyone who can identify this vehicle or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2017-10-02T13:12:36Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Police identify DC homicide victim as 17-year-old boy from Baltimore,https://www.youtube.com/watch?v=AeU4_Tgb1WQ,9,1221,9,"Police are investigating after two people were shot in Southeast D.C. Monday. The 17-year-old died from his injuries, & the second victim is expected to be okay.",2022-06-15T10:42:54Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Washington&#39;s &#39;crime has exploded&#39; have the Democrats ruined the US capital?,https://www.youtube.com/watch?v=z-iZi1JFIRY,655,35535,308,"When thinking of Washington DC, grand monuments and museums might come to mind, however, in recent years, America's capital has become more renowned for its growing homeless population and rising crime.

“Crime here has exploded, people do not feel safe,” Isaac Smith, an Emergency Medical Technician in DC, told The Telegraph for a documentary film about the capital.

“I have a bullet hole through my living room,” Mr Smith continued.

“I hear gunshots frequently and I live right next to an elementary school. There’s a bullet hole in one of the [school’s] windows.”

Violent crime in DC has risen by 10% since 2022, which includes a 15% increase in homicides.

Mr Smith blames the Democrats, who have dominated the city’s local politics for decades, for the rise in violence.

“At the end of the day, they don't believe that people have agency. They don't believe that people have free will. So people do not act, they are acted upon.”

Muriel Bowser, the Democratic mayor of the city, will be hosting a Public Safety Summit on Wednesday to engage with locals on how to tackle the increase in crime.

Read more: https://www.telegraph.co.uk/news/0/washington-dc-homelessness-drug-abuse-democrats-election/

Subscribe to The Telegraph with our special offer: just £1 for 3 months. Start your free trial now:
https://www.telegraph.co.uk/customer/subscribe/digitalsub/3for1/?WT.mc_id=tmgoff_pvid_conversion-subscription_editorial-iniative_03-22_EGW-13_organic_youtube

Get the latest headlines: https://www.telegraph.co.uk/

Telegraph.co.uk and YouTube.com/TelegraphTV are websites of The Telegraph, the UK's best-selling quality daily newspaper providing news and analysis on UK and world events, business, sport, lifestyle and culture.
#Democrats #Washington #Biden",2023-05-10T08:31:11Z,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph
Family of DC homicide victim calls for end to violence,https://www.youtube.com/watch?v=J-0WKS86lxM,57,3764,4,"A week after Noelle Wilson died in a reported homicide, friends and family members gathered to remember the life of the 31-year-old.
» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2020-10-18T04:06:33Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Man shot to death becomes DC&#39;s 100th homicide victim of 2023,https://www.youtube.com/watch?v=xD9bw3k1pHw,47,3242,52,"A man was shot to death in Southeast D.C. Tuesday evening, marking an ominous milestone for the District as this marks 100 homicides so far this year.",2023-06-07T21:50:01Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Dark Secrets Of Washington DC! | Murder Among Friends | Full Episode | Discovery Channel,https://www.youtube.com/watch?v=pp2MMaAIqro,804,45107,98,"In the shadowed streets of Washington DC, a seemingly tight-knit circle unravels with chilling consequences. When a murder strikes at the heart of this group, what appeared to be friendship is exposed as something far darker. As the murder investigation unfolds, the crime scene investigator discovers that every clue in this major crime points to a betrayal no one saw coming. This episode of the crime series dives deep into the intense crime and investigation, unravelling the complex web of lies and deceit that leads to a shocking truth. This isn’t just another crime documentary; it’s a pulse-pounding journey into Washington DC's most twisted murder case. Get ready for a suspenseful ride that begins and ends in the heart of Washington DC. Catch this gripping episode on Murder Among Friends, only on Discovery Channel.

Do not forget to LIKE, Share and Comment on our Videos

#washington #washingtondc #crimes #crimeshow #murderinvestigation #murdermystery #murderinvestigation #crimeinvestigation #policeinvestigation #darkstories #failymurder #discoverychannel #discovery #warnerbrosdiscovery  #mystery 

Watch the Full Episodes of Lost Essence of India season 2 - https://bit.ly/LostEssenceofIndiaFullEpi

Watch the best moments of Man Vs Wild with PM Modi and Bear Grylls - https://bit.ly/ManVsWildPMModi

Check out the Special Discover segment on Kashi Vishwanath Dham - https://bit.ly/KashiVishwanathDham

Check out all the promos of the new series - https://bit.ly/DiscoveryChannelPromos

Check out the Survival Lessons, Stories and Journey's into the wild:
http://bit.ly/SurvivalStories-DualSur...

Watch Animal Attacks caught on CAM: http://bit.ly/AnimalAttacksonCAM

Check out the Incredible Animal Species caught on CAM on Fierce: 
http://bit.ly/IncredibleAnimalSpecies...

Check out Nature's Rage caught on Camera:
http://bit.ly/WeatherGoneViral

Check out the best of Discovery channel in a nutshell:
http://bit.ly/BESTofDiscovery

Watch the Incredible stories of Modern India
http://bit.ly/StoriesOfModernIndia

Find out about what it takes, to be a Great Indian Factory http://bit.ly/2rzPAfq

Check out how Indian Brave-Hearts train and the vigorous skills required to survive in ""Breaking Point"" http://bit.ly/2DalTnK

Follow us on our Social Media pages
Facebook: www.facebook.com/DiscoveryChannelIndiaOfficial/
Twitter: twitter.com/DiscoveryIN
Instagram: www.instagram.com/discoverychannelIn/",2024-09-04T18:00:26Z,UCBLF5teKEUzTN5gZ2zgR0kQ,DiscoveryChannelInd
"After more than a year, a teen homicide victim&#39;s family has no closure",https://www.youtube.com/watch?v=PvUd0TRB8FE,11,643,0,"Kassius Glay is among a growing number of unsolved homicides in Washington, D.C.",2022-07-30T03:14:05Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC man with a history of violence arrested in a chilling triple shooting caught on video,https://www.youtube.com/watch?v=tMi-M8wvt5k,432,73036,95,"The murder victim's dad said the alleged killer would have been behind bars if the judicial system had done its job.

» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2020-06-27T03:02:48Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Man dies after being shot in DC, marking the city&#39;s 158th homicide of 2018",https://www.youtube.com/watch?v=cU6krAfZkhw,8,807,0,"Police went to the 1700 block of West Virginia Avenue for report of a shooting. When they arrived, they found a man suffering from gunshot wounds.  He was taken to the hospital where he later died.",2018-12-19T12:13:21Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Washington D.C. Cases | DOUBLE EPISODE | The FBI Files,https://www.youtube.com/watch?v=CZpa2anmQGw,2196,340698,204,"S3 EP3 ""First and Kennedy Street Crew""
S5 EP12 ""Domestic Terror""

Unravel the mystery alongside the FBI's greatest law enforcers and forensic scientists.

#TheFBIFiles #TrueCrime #washingtondc 

The FBI Files is an American docudrama that takes a look behind the scenes of the Federal Bureau of Investigation's crime laboratory.

Real FBI cases are recounted through reenactments and interviews, due to the sensitive nature of the show, viewer discretion is advised.",2023-06-03T13:00:15Z,UCwxod2w5NT4qMWfMgZivCYQ,The FBI Files
Secure DC Crime Bill passed by DC Council,https://www.youtube.com/watch?v=HL8bhjhCXE4,14,1532,8,"The Secure D.C. Omnibus Amendment Act of 2024 has been passed by the D.C. Council and is now headed to D.C. Mayor Muriel Bowser's desk.

DETAILS: https://tinyurl.com/28nhjrwa

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-03-06T14:18:40Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Man dies after Southeast DC shooting | NBC4 Washington,https://www.youtube.com/watch?v=h5c1UyoDDxk,124,11963,34,"A man was found shot near 16th Street and Kentucky Avenue in Southeast D.C. Monday morning. Police said the man was reported not conscious and not breathing. Police say the suspect took off in a black Mercedes. News4’s Mauricio Casillas reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-22T13:32:24Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
