# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Summary,Date,Full_Article
ACLU gets win in court amid push to change DC's handling of mental health crisis calls,The ACLU is touting a major victory for disability rights as they push for changes in how D.C. handles mental health crises -- and the case could have wide-ranging impacts beyond our area.,"September 10, 2024 6:07pm EDT",The ACLU is touting a major victory for disability rights as they push for changes in how D.C. handles mental health crises and the case could have wide-ranging impacts beyond our area.
Friend remembers WSSC worker killed by suspected drunk driver while on the job,FOX 5 is speaking exclusively with the friend of a Washington Suburban Sanitary Commission employee who died while on the job early Sunday.,"September 10, 2024 6:02pm EDT",FOX 5 spoke exclusively with the friend of a Washington Suburban Sanitary Commission employee who died while on the job early Sunday. The utility company and Montgomery County police say 39-year-old Ernest Dyson was hit by a drunk driver.
DC police boost presence after overnight burglaries and vandalism,D.C. police have increased their presence across parts of the city after a series of overnight burglaries and acts of vandalism.,"September 10, 2024 5:34pm EDT",D.C. police have increased their presence across parts of the city after a series of overnight burglaries and acts of vandalism.
Presidential debate watch parties in the DC area,Vice President Kamala Harris and former President Donald Trump will faceoff for the first time Tuesday night. Here's how and where you can watch the debate around D.C.,"September 10, 2024 4:59pm EDT","In a NYT Opinion video released Thursday morning, Lichtman says he believes Vice President Kamala Harris will win the race for the White House this November."
DC police search for suspect in sexual abuse case,"D.C. police are asking for the community’s help in locating Maurice Spears, 32, of Northeast D.C., who is wanted on an outstanding warrant for first degree sexual abuse.","September 10, 2024 12:38pm EDT","WASHINGTON-D.C. police are asking for the community’s help in locating Maurice Spears, 32, of Northeast D.C., who is wanted on an outstanding warrant for first degree sexual abuse."
SpaceX’s Polaris Dawn rocket visible in sky over DC region during Tuesday’s launch,People across the Washington D.C. region were treated to spectacular views of SpaceX's Falcon 9 rocket early Tuesday morning.,"September 10, 2024 10:42am EDT","The skies across the DMV lit up this pre-dawn this morning with what many thought was a meteor, and others questioning what they were seeing. It was actually a view of the Polaris Dawn mission going to orbit atop Space X's Falcon 9 rocket."
DC police searching for convict who escaped from hospital,D.C. police are searching for a convict who escaped from a hospital in Southeast.,"September 9, 2024 9:42pm EDT","Police continue to search for a prisoner who escaped their custody. Nearly 48 hours later, 27-year-old Derrick Ross-Simms is still on the run. FOX 5's Sierra Fox spoke to an expert who says this happens more often than people think."
"Anacostia River cleanup: $1M grant to fund removal of trash, sunken boats",A new million-dollar project aims to clean up the Anacostia River.,"September 9, 2024 9:11pm EDT",A new million-dollar project aims to clean up the Anacostia River. FOX 5's Josh Rosenthal has the story.
Government shutdown looms as Congress returns to Capitol Hill: 'It's their number one job',"Congress is back on the Hill Monday, and time is running out to avoid a government shutdown amid a heated political campaign.","September 9, 2024 7:09pm EDT","Congress is back on the Hill Monday, and time is running out to avoid a government shutdown amid a heated political campaign. FOX 5's Tom Fitzgerald has all the details."
DC Council to review 911 call center failures in Fall oversight hearings,The D.C. Council will take a closer look at the District’s 911 call center this fall.,"September 9, 2024 5:49pm EDT","The D.C. Council will take a closer look at the District’s 911 call center this fall, FOX 5 has learned. David Kaplan speaks with D.C. Councilmember Brooke Pinto about the plan."
Commanders fall to Buccaneers 37-20 in season opener,"Jayden Daniels flashed promise in his Washington debut, but a Commanders defense that ranked last in the NFL a year ago was ineffective again in Sunday's season-opening 37-20 loss to the Tampa Bay Buccaneers.","September 9, 2024 8:41am EDT","WASHINGTON-Jayden Daniels flashed promise in his Washington debut, but aCommandersdefense that ranked last in the NFL a year ago was ineffective again in Sunday's season-opening 37-20 loss to the Tampa Bay Buccaneers."
Sunny Monday with some wildfire haze across DC region; mild early fall feel for rest of week,"The Washington, D.C. region is set to enjoy a stretch of pleasant weather this week, with sunny skies and mild temperatures dominating the forecast.","September 9, 2024 5:58am EDT","WASHINGTON-The Washington, D.C. region is set to enjoy a stretch of pleasant weather this week, with sunny skies and mild temperatures dominating the forecast."
Family calls for release of body cam footage after man fatally shot by DC police,"Sunday marked exactly a week after an officer-involved shooting in D.C. left a man dead. The community is now coming together calling for justice, asking for the full police body-worn camera footage to be released.","September 9, 2024 12:46am EDT","Today marks exactly a week after an officer-involved shooting in D.C. left a man dead. The community is now coming together calling for justice, asking for the full police body-worn camera footage to be released."
"Magic Johnson visits DC school, talks new role with Washington Spirit","Basketball legend Magic Johnson visited Ida B. Wells Middle School in Northwest D.C. Friday, a day after it was announced that he officially joined the Washington Spirit investor group.","September 6, 2024 10:06pm EDT",Basketball legend Magic Johnson visited Ida B. Wells Middle School in Northeast one day after he officially joined the Washington Spirit's investor group. FOX 5's Chad Ricardo caught up with Magic to discuss.
CVS robbery suspect arrested after allegedly targeting two DC locations over 20 times,"28-year-old Emmanual Hart is accused of stealing nearly $8,000 worth of merchandise from two CVS locations between June 28 and July 27. Altogether, investigators believe Hart stole from the stores more than 20 times.","September 6, 2024 8:37pm EDT","28-year-old Emmanual Hart is accused of stealing nearly $8,000 worth of merchandise from two CVS locations between June 28 and July 27. Altogether, investigators believe Hart stole from the stores more than 20 times. FOX 5's Josh Rosenthal has the story."
DC housing crisis looms as rent payments fall behind: 'People could be put on the street’,"Experts are warning that some affordable housing developers in the District are on the verge of collapse. Now, lawmakers say it’s time to crack down on one of the key factors at the root of the problem: tenants not paying their rent.","September 6, 2024 8:26pm EDT","According to insiders, affordable housing properties in Washington, D.C., could face closures in the coming months, potentially leaving thousands of residents without a home."
Social Security experiencing IT issues online and in-person,Social Security reports having IT issues online and in-person.,"September 6, 2024 2:35pm EDT",WASHINGTON-Social Security Administration reports having IT issues online and in-person.
"David Rubenstein’s new book, “The Highest Calling,"" offers insights into presidential history","David Rubenstein is well known as the founder of the Carlyle Group, for giving millions of dollars to repair, maintain, and improve D.C. landmarks like the Washington Monument, and most recently, is the new owner of the Baltimore Orioles. But the billionaire philanthropist is also an author. His new book about the American presidency called ""The Highest Calling,"" includes some of the interviews that he conducted with current and former U.S. presidents.","September 6, 2024 1:44pm EDT","WASHINGTON-David Rubenstein is well known as the founder of the Carlyle Group, for giving millions of dollars to repair, maintain, and improve D.C. landmarks like the Washington Monument, and most recently, is the new owner of the Baltimore Orioles."
DC Bike Ride 2024: Roads to close throughout the District,"The annual D.C. Bike Ride is Saturday, September 7. Roads throughout the District will be closed starting Friday evening.","September 6, 2024 1:13pm EDT","WASHINGTON-The annual D.C. Bike Ride is on Saturday, September 7. Roads throughout the District will be closed starting Friday evening."
DC drivers face $15 million in fines from bus lane cameras as citations soar,Drivers in D.C. are racking up thousands of fines - caught by bus cameras - over the last nine months.,"September 6, 2024 11:58am EDT",Drivers in D.C. have been racking up thousands of fines — caught by bus cameras — over the last nine months. FOX 5's Homa Bash has the story.
Capitol rioter who helped sell Jan. 6 merchandise from jail sentenced to 7 years in prison: judge,"From jail, Shane Jenkins helped sell T-shirts, tote bags and other merchandise promoting the notion that he and other rioters who attacked the U.S. Capitol are political prisoners unjustly held in pretrial detention.","September 6, 2024 6:05am EDT","WASHINGTON-From jail, Shane Jenkins helped sell T-shirts, tote bags and other merchandise promoting the notion that he and other rioters who attacked the U.S. Capitol are political prisoners unjustly held in pretrial detention."
Doggie Day Swim returns to 4 DC pools this weekend,D.C. Parks and Recreation is hosting its annual Doggie Day Swim event this weekend at four pools across the District.,"September 5, 2024 6:34pm EDT",
Trial begins for 2 teen girls accused of beating 64-year-old man to death in DC,The trial for two teenage girls accused of beating and stomping a man to death in Northwest last October is now underway in the District.,"September 5, 2024 6:30pm EDT",The trial for two teenage girls accused of beating and stomping a man to death in Northwest last October is now underway in the District. Details of the victim's brutal death were revealed in court Thursday and autopsy photos showed what he endured at the hands of a group of five teenage girls.
"New photos reveal key evidence in DC officer's death: gun in storm drain, shoe left behind","Hours after announcing that an arrest had been made in connection with the death of D.C. police investigator Wayne David, the Metropolitan Police Department released new photos and crucial details from that tragic day.","September 5, 2024 5:29pm EDT","Court documents FOX 5's Shomari Stone reviewed reveal more details about the investigation into the man accused of dumping the handgun that misfired, killing a veteran DC police officer. FOX 5's Shomari Stone has the story."
'Love is Blind' DC premieres this fall,The Netflix show ‘Love is Blind’ announced Season 7 will feature D.C. singles trusting the pods and trying to find love.,"September 5, 2024 3:03pm EDT","If you're single and living in D.C., don't be surprised if you get a message from a producer on the reality TV show Love Is Blind."
Washington Spirit’s Croix Bethune out for the season after injury during Nats' pitch,Washington Spirit's Croix Bethune will be out for the rest of the season after suffering a knee injury while throwing the ceremonial first pitch at a Washington Nationals game on August 28.,"September 5, 2024 9:21am EDT",New Washington Spirit Head Coach Jonatan Giráldez joins FOX 5 to discuss his new job!
Arrest made in DC officer's fatal shooting,"Police have made an arrest in connection with the death of a D.C. police officer in the line of duty last month, officials say.","September 5, 2024 8:38am EDT","WASHINGTON-Police have made an arrest in connection with thedeath of a D.C. police officer in the line of duty last month, officials say."
Family opts to keep bodycam footage private after DC police shooting,"D.C. authorities will not release the body camera footage of the two officers involved in the fatal shooting of a Violence Interrupter over the weekend, as the family of Justin Robinson has requested that the video remain private.","September 4, 2024 9:55pm EDT","D.C. authorities will not release the body camera footage of the two officers involved in the fatal shooting of a Violence Interrupter over the weekend, as the family of Justin Robinson has requested that the video remain private. FOX 5's Nana-Sentuo Bonsu has the story."
"Wonderland Ballroom burglarized in DC, police seek suspect captured on video","A D.C. restaurant owner is speaking out after a burglar broke into their establishment and stole hundreds of dollars in cash. The incident, which was captured on surveillance video, has left the local community shocked.","September 4, 2024 9:26pm EDT",
"3 kids, 1 adult escape car crushed by fallen tree in Northwest DC",Three kids and one adult made it out of a scary situation in Northwest D.C. Tuesday after a tree fell on their car while they were in it.,"September 4, 2024 12:38pm EDT",
2 DC locations named best places to visit in US,"The nation's capital has been named as the second-best city to visit in the country, according to a recent study.","September 4, 2024 11:17am EDT",The MICHELIN Guide takes a look at hotels across the world and features MICHELIN Keys places that significantly add to the experience of travelers.
Suspect brandished and assaulted employees with knife at Northwest convenience store,An adult man was arrested after he brandished and assaulted employees with a knife at a convenience store in Northwest.,"September 4, 2024 9:19am EDT","WASHINGTON-An adult man was arrested after he brandished and assaulted employees with a knife at a convenience store in Northwest, according to police."
Shot dead in DC alley: Daughter seeks public's help to find dad's killer,A grieving daughter is asking for the public's help to find the person responsible for her father's death in Northeast D.C.,"September 3, 2024 9:42pm EDT",A grieving daughter is asking for the public's help to find the person responsible for her father's death in Northeast D.C. FOX 5's Shomari Stone has the story.
Teen suspects in brutal death of 64-year-old DC man appear in court ahead of trial,"Two teen suspects arrested in connection to the beating death of a D.C. man last fall appeared in court Tuesday, ahead of a scheduled trial this week.","September 3, 2024 5:50pm EDT","Two teen suspects arrested in connection to the beating death of a D.C. man last fall appeared in court Tuesday, ahead of a scheduled trial this week."
"DC, Maryland AGs sue gun shops for allegedly facilitating illegal gun trafficking into nation’s capital",District of Columbia Attorney General Brian L. Schwalb and Maryland Attorney General Anthony G. Brown have filed a lawsuit against three Maryland gun dealers for allegedly facilitating illegal gun trafficking into the District.,"September 3, 2024 2:07pm EDT",WASHINGTON-District of Columbia Attorney General Brian L. Schwalb and Maryland Attorney General Anthony G. Brown have filed a lawsuit against three Maryland gun dealers for allegedly facilitating illegal gun trafficking into the District.
'Terrible Traffic Tuesday' expected to bring heavy congestion to DC area roadways,"Drivers in the D.C. region should brace for significant traffic delays on ‘Terrible Traffic Tuesday,’ the day after Labor Day when schools reopen and vacations end, leading to increased road congestion.","September 3, 2024 1:33pm EDT","WASHINGTON-Drivers in the D.C. region should brace for significant traffic delays on ‘Terrible Traffic Tuesday,’ the day after Labor Day when schools reopen and vacations end, leading to increased road congestion."
Man killed in officer-involved shooting was member of violence interruption program: officials,"A member of a D.C. violence interruption program was the victim of an officer-involved shooting in Southeast D.C. Sunday morning, according to the Office of the Attorney General.","September 3, 2024 11:47am EDT",D.C. police are investigating a deadly officer-involved shooting that occurred in Southeast Sunday morning.
"'Shots fired, shots fired:' Video shows moment of fatal officer-involved shooting in DC",FOX 5 DC has obtained video of the moments when D.C. police fired on a white Mercedes that had a minor crash Sunday morning in the drive-thru of a McDonalds in Southeast D.C.,"September 2, 2024 11:36am EDT",D.C. police are investigating a deadly officer-involved shooting that occurred in Southeast Sunday morning.
Man killed in officer-involved shooting after crashing car into McDonald's: DC police,D.C. police are investigating a deadly officer-involved shooting that occurred in Southeast Sunday morning.,"September 2, 2024 11:32am EDT",D.C. police are investigating a deadly officer-involved shooting that occurred in Southeast Sunday morning.
"4 Metro stations reopen for Red Line riders: Silver Spring, Forest Glen, Wheaton, Glenmont","FOX 5 is tracking the Metro and red line riders got welcome news this weekend: The four stations that were closed for the summer are back open, right on time.","September 1, 2024 7:07pm EDT","FOX 5 is tracking the Metro and red line riders got welcome news this weekend: The four stations that were closed for the summer are back open, right on time. The closures were for purple line construction and red line improvements. It's a big sigh of relief for those riders."
